Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Thu Dec 1 2016,7:30p,Milwaukee Bucks,111,Brooklyn Nets,93,Box Score,,12675,
Thu Dec 1 2016,8:00p,Los Angeles Clippers,113,Cleveland Cavaliers,94,Box Score,,20562,
Thu Dec 1 2016,8:00p,Orlando Magic,94,Memphis Grizzlies,95,Box Score,,13344,
Thu Dec 1 2016,9:00p,Miami Heat,111,Utah Jazz,110,Box Score,,19073,
Thu Dec 1 2016,10:30p,Houston Rockets,132,Golden State Warriors,127,Box Score,2OT,19596,
Fri Dec 2 2016,7:00p,Orlando Magic,105,Philadelphia 76ers,88,Box Score,,13711,
Fri Dec 2 2016,7:30p,Sacramento Kings,92,Boston Celtics,97,Box Score,,18624,
Fri Dec 2 2016,7:30p,Minnesota Timberwolves,114,New York Knicks,118,Box Score,,19812,
Fri Dec 2 2016,7:30p,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,,19800,
Fri Dec 2 2016,8:00p,Detroit Pistons,121,Atlanta Hawks,85,Box Score,,15500,
Fri Dec 2 2016,8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,,21775,
Fri Dec 2 2016,8:00p,Los Angeles Clippers,114,New Orleans Pelicans,96,Box Score,,16538,
Fri Dec 2 2016,8:30p,Washington Wizards,105,San Antonio Spurs,107,Box Score,,18418,
Fri Dec 2 2016,10:30p,Houston Rockets,128,Denver Nuggets,110,Box Score,,15549,
Sat Dec 3 2016,5:00p,Brooklyn Nets,103,Milwaukee Bucks,112,Box Score,,15565,
Sat Dec 3 2016,7:00p,Minnesota Timberwolves,125,Charlotte Hornets,120,Box Score,OT,16982,
Sat Dec 3 2016,7:30p,Boston Celtics,107,Philadelphia 76ers,106,Box Score,,17063,
Sat Dec 3 2016,7:30p,Atlanta Hawks,84,Toronto Raptors,128,Box Score,,19800,
Sat Dec 3 2016,8:00p,Los Angeles Lakers,100,Memphis Grizzlies,103,Box Score,,17017,
Sat Dec 3 2016,8:30p,Chicago Bulls,82,Dallas Mavericks,107,Box Score,,19857,
Sat Dec 3 2016,9:00p,Denver Nuggets,98,Utah Jazz,105,Box Score,,19911,
Sat Dec 3 2016,10:00p,Miami Heat,92,Portland Trail Blazers,99,Box Score,,19393,
Sat Dec 3 2016,10:30p,Phoenix Suns,109,Golden State Warriors,138,Box Score,,19596,
Sun Dec 4 2016,6:00p,Orlando Magic,98,Detroit Pistons,92,Box Score,,15206,
Sun Dec 4 2016,7:00p,New Orleans Pelicans,92,Oklahoma City Thunder,101,Box Score,,18203,
Sun Dec 4 2016,7:30p,Sacramento Kings,98,New York Knicks,106,Box Score,,19812,
Sun Dec 4 2016,9:30p,Indiana Pacers,111,Los Angeles Clippers,102,Box Score,,19060,
Mon Dec 5 2016,7:00p,Denver Nuggets,106,Philadelphia 76ers,98,Box Score,,11815,
Mon Dec 5 2016,7:30p,Oklahoma City Thunder,102,Atlanta Hawks,99,Box Score,,14654,
Mon Dec 5 2016,7:30p,Washington Wizards,118,Brooklyn Nets,113,Box Score,,12529,
Mon Dec 5 2016,7:30p,Cleveland Cavaliers,116,Toronto Raptors,112,Box Score,,19800,
Mon Dec 5 2016,8:00p,Portland Trail Blazers,112,Chicago Bulls,110,Box Score,,21351,
Mon Dec 5 2016,8:00p,Boston Celtics,106,Houston Rockets,107,Box Score,,15730,
Mon Dec 5 2016,8:00p,San Antonio Spurs,97,Milwaukee Bucks,96,Box Score,,14256,
Mon Dec 5 2016,8:00p,Memphis Grizzlies,110,New Orleans Pelicans,108,Box Score,2OT,13795,
Mon Dec 5 2016,8:30p,Charlotte Hornets,109,Dallas Mavericks,101,Box Score,,19228,
Mon Dec 5 2016,10:30p,Indiana Pacers,106,Golden State Warriors,142,Box Score,,19596,
Mon Dec 5 2016,10:30p,Utah Jazz,107,Los Angeles Lakers,101,Box Score,,18279,
Tue Dec 6 2016,7:00p,Orlando Magic,124,Washington Wizards,116,Box Score,,12116,
Tue Dec 6 2016,7:30p,Chicago Bulls,91,Detroit Pistons,102,Box Score,,14305,
Tue Dec 6 2016,7:30p,New York Knicks,114,Miami Heat,103,Box Score,,19610,
Tue Dec 6 2016,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,96,Box Score,,13521,
Tue Dec 6 2016,8:00p,San Antonio Spurs,105,Minnesota Timberwolves,91,Box Score,,12585,
Tue Dec 6 2016,9:00p,Phoenix Suns,105,Utah Jazz,112,Box Score,,18997,
Wed Dec 7 2016,7:00p,Detroit Pistons,77,Charlotte Hornets,87,Box Score,,15141,
Wed Dec 7 2016,7:00p,Boston Celtics,117,Orlando Magic,87,Box Score,,17009,
Wed Dec 7 2016,7:30p,Miami Heat,95,Atlanta Hawks,103,Box Score,,11326,
Wed Dec 7 2016,7:30p,Denver Nuggets,111,Brooklyn Nets,116,Box Score,,14159,
Wed Dec 7 2016,8:00p,Los Angeles Lakers,95,Houston Rockets,134,Box Score,,16141,
Wed Dec 7 2016,8:00p,Portland Trail Blazers,107,Milwaukee Bucks,115,Box Score,,14033,
Wed Dec 7 2016,8:00p,Cleveland Cavaliers,126,New York Knicks,94,Box Score,,19812,
Wed Dec 7 2016,8:30p,Sacramento Kings,120,Dallas Mavericks,89,Box Score,,19711,
Wed Dec 7 2016,9:00p,Indiana Pacers,109,Phoenix Suns,94,Box Score,,17452,
Wed Dec 7 2016,10:30p,Golden State Warriors,115,Los Angeles Clippers,98,Box Score,,19239,
Thu Dec 8 2016,7:00p,Minnesota Timberwolves,110,Toronto Raptors,124,Box Score,,19800,
Thu Dec 8 2016,7:00p,Denver Nuggets,85,Washington Wizards,92,Box Score,,12645,
Thu Dec 8 2016,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,88,Box Score,,14317,
Thu Dec 8 2016,8:00p,Philadelphia 76ers,99,New Orleans Pelicans,88,Box Score,,14158,
Thu Dec 8 2016,9:00p,Golden State Warriors,106,Utah Jazz,99,Box Score,,19911,
Thu Dec 8 2016,9:30p,San Antonio Spurs,91,Chicago Bulls,95,Box Score,,21489,
Fri Dec 9 2016,7:00p,Orlando Magic,88,Charlotte Hornets,109,Box Score,,15707,
Fri Dec 9 2016,7:30p,Toronto Raptors,101,Boston Celtics,94,Box Score,,18624,
Fri Dec 9 2016,7:30p,Miami Heat,84,Cleveland Cavaliers,114,Box Score,,20562,
Fri Dec 9 2016,8:00p,Atlanta Hawks,114,Milwaukee Bucks,110,Box Score,,16289,
Fri Dec 9 2016,8:00p,Detroit Pistons,117,Minnesota Timberwolves,90,Box Score,,14109,
Fri Dec 9 2016,8:00p,Houston Rockets,102,Oklahoma City Thunder,99,Box Score,,18203,
Fri Dec 9 2016,8:30p,Indiana Pacers,103,Dallas Mavericks,111,Box Score,,19486,
Fri Dec 9 2016,10:30p,Phoenix Suns,119,Los Angeles Lakers,115,Box Score,,18997,
Fri Dec 9 2016,10:30p,New York Knicks,103,Sacramento Kings,100,Box Score,,17608,
Sat Dec 10 2016,7:00p,Portland Trail Blazers,111,Indiana Pacers,118,Box Score,,16211,
Sat Dec 10 2016,7:00p,Denver Nuggets,121,Orlando Magic,113,Box Score,,17010,
Sat Dec 10 2016,7:00p,Milwaukee Bucks,105,Washington Wizards,110,Box Score,,14816,
Sat Dec 10 2016,7:30p,Charlotte Hornets,105,Cleveland Cavaliers,116,Box Score,,20562,
Sat Dec 10 2016,8:00p,Miami Heat,100,Chicago Bulls,105,Box Score,,21450,
Sat Dec 10 2016,8:00p,Dallas Mavericks,87,Houston Rockets,109,Box Score,,15761,
Sat Dec 10 2016,8:00p,Golden State Warriors,89,Memphis Grizzlies,110,Box Score,,18119,
Sat Dec 10 2016,8:30p,Brooklyn Nets,101,San Antonio Spurs,130,Box Score,,18418,
Sat Dec 10 2016,9:00p,Sacramento Kings,84,Utah Jazz,104,Box Score,,19331,
Sat Dec 10 2016,10:30p,New Orleans Pelicans,105,Los Angeles Clippers,133,Box Score,,19060,
Sun Dec 11 2016,6:00p,Philadelphia 76ers,97,Detroit Pistons,79,Box Score,,7244,
Sun Dec 11 2016,7:00p,Golden State Warriors,116,Minnesota Timberwolves,108,Box Score,,18452,
Sun Dec 11 2016,7:00p,Boston Celtics,96,Oklahoma City Thunder,99,Box Score,,18203,
Sun Dec 11 2016,8:30p,New Orleans Pelicans,120,Phoenix Suns,119,Box Score,OT,16949,
Sun Dec 11 2016,9:30p,New York Knicks,118,Los Angeles Lakers,112,Box Score,,18997,
Mon Dec 12 2016,7:00p,Charlotte Hornets,94,Indiana Pacers,110,Box Score,,14138,
Mon Dec 12 2016,7:30p,Washington Wizards,101,Miami Heat,112,Box Score,,19600,
Mon Dec 12 2016,7:30p,Milwaukee Bucks,100,Toronto Raptors,122,Box Score,,19800,
Mon Dec 12 2016,8:00p,Brooklyn Nets,118,Houston Rockets,122,Box Score,,13619,
Mon Dec 12 2016,8:30p,Denver Nuggets,92,Dallas Mavericks,112,Box Score,,19425,
Mon Dec 12 2016,10:30p,Portland Trail Blazers,120,Los Angeles Clippers,121,Box Score,,19060,
Mon Dec 12 2016,10:30p,Los Angeles Lakers,92,Sacramento Kings,116,Box Score,,17608,
Tue Dec 13 2016,7:00p,Memphis Grizzlies,86,Cleveland Cavaliers,103,Box Score,,20562,
Tue Dec 13 2016,7:30p,Orlando Magic,131,Atlanta Hawks,120,Box Score,,13585,
Tue Dec 13 2016,8:00p,Minnesota Timberwolves,99,Chicago Bulls,94,Box Score,,21146,
Tue Dec 13 2016,8:00p,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,,17789,
Tue Dec 13 2016,9:00p,New York Knicks,111,Phoenix Suns,113,Box Score,OT,16429,
Tue Dec 13 2016,10:30p,Oklahoma City Thunder,95,Portland Trail Blazers,114,Box Score,,19505,
Wed Dec 14 2016,7:00p,Indiana Pacers,89,Miami Heat,95,Box Score,,19600,
Wed Dec 14 2016,7:00p,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,18846,
Wed Dec 14 2016,7:00p,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,,16192,
Wed Dec 14 2016,7:00p,Charlotte Hornets,106,Washington Wizards,109,Box Score,,13447,
Wed Dec 14 2016,7:30p,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,,17732,
Wed Dec 14 2016,8:00p,Sacramento Kings,98,Houston Rockets,132,Box Score,,15039,
Wed Dec 14 2016,8:00p,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,,17449,
Wed Dec 14 2016,8:30p,Detroit Pistons,95,Dallas Mavericks,85,Box Score,,19687,
Wed Dec 14 2016,9:00p,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,19911,
Wed Dec 14 2016,9:30p,Boston Celtics,101,San Antonio Spurs,108,Box Score,,18418,
Thu Dec 15 2016,8:00p,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,,16704,
Thu Dec 15 2016,8:00p,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,15472,
Thu Dec 15 2016,9:00p,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,,10022,
Thu Dec 15 2016,9:00p,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,17165,
Thu Dec 15 2016,10:30p,New York Knicks,90,Golden State Warriors,103,Box Score,,19596,
Fri Dec 16 2016,7:00p,Brooklyn Nets,111,Orlando Magic,118,Box Score,,17668,
Fri Dec 16 2016,7:00p,Detroit Pistons,108,Washington Wizards,122,Box Score,,15573,
Fri Dec 16 2016,7:30p,Charlotte Hornets,88,Boston Celtics,96,Box Score,,18624,
Fri Dec 16 2016,7:30p,Atlanta Hawks,125,Toronto Raptors,121,Box Score,,19800,
Fri Dec 16 2016,8:00p,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,,21324,
Fri Dec 16 2016,8:00p,New Orleans Pelicans,100,Houston Rockets,122,Box Score,,16728,
Fri Dec 16 2016,8:00p,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,,15987,
Fri Dec 16 2016,8:00p,Los Angeles Clippers,102,Miami Heat,98,Box Score,,19600,
Fri Dec 16 2016,8:00p,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,,20491,
Fri Dec 16 2016,10:30p,Dallas Mavericks,100,Utah Jazz,103,Box Score,,18721,
Sat Dec 17 2016,5:00p,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,18203,
Sat Dec 17 2016,7:00p,Indiana Pacers,105,Detroit Pistons,90,Box Score,,15231,
Sat Dec 17 2016,7:30p,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,,17918,
Sat Dec 17 2016,7:30p,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,,20562,
Sat Dec 17 2016,8:00p,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,14689,
Sat Dec 17 2016,9:00p,New York Knicks,114,Denver Nuggets,127,Box Score,,12042,
Sat Dec 17 2016,10:30p,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,,19596,
Sun Dec 18 2016,3:30p,Los Angeles Clippers,110,Washington Wizards,117,Box Score,,17380,
Sun Dec 18 2016,4:00p,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,19504,
Sun Dec 18 2016,6:00p,Utah Jazz,82,Memphis Grizzlies,73,Box Score,,15862,
Sun Dec 18 2016,6:00p,Boston Celtics,105,Miami Heat,95,Box Score,,19600,
Sun Dec 18 2016,6:00p,Toronto Raptors,109,Orlando Magic,79,Box Score,,17251,
Sun Dec 18 2016,6:00p,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,,16460,
Sun Dec 18 2016,7:00p,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,,18615,
Mon Dec 19 2016,7:00p,Washington Wizards,105,Indiana Pacers,107,Box Score,,17686,
Mon Dec 19 2016,8:00p,Detroit Pistons,82,Chicago Bulls,113,Box Score,,21400,
Mon Dec 19 2016,8:00p,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,12008,
Mon Dec 19 2016,8:00p,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,18203,
Mon Dec 19 2016,9:00p,Dallas Mavericks,107,Denver Nuggets,117,Box Score,,12581,
Tue Dec 20 2016,7:00p,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,19093,
Tue Dec 20 2016,7:00p,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,,16322,
Tue Dec 20 2016,7:30p,Orlando Magic,136,Miami Heat,130,Box Score,2OT,19600,
Tue Dec 20 2016,7:30p,Indiana Pacers,111,New York Knicks,118,Box Score,,19812,
Tue Dec 20 2016,7:30p,Brooklyn Nets,104,Toronto Raptors,116,Box Score,,19800,
Tue Dec 20 2016,8:00p,San Antonio Spurs,102,Houston Rockets,100,Box Score,,18055,
Tue Dec 20 2016,8:00p,Boston Celtics,112,Memphis Grizzlies,109,Box Score,OT,16519,
Tue Dec 20 2016,8:00p,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,OT,17053,
Tue Dec 20 2016,10:30p,Utah Jazz,74,Golden State Warriors,104,Box Score,,19596,
Tue Dec 20 2016,10:30p,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,,19060,
Tue Dec 20 2016,10:30p,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,,17608,
Wed Dec 21 2016,7:00p,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,,20562,
Wed Dec 21 2016,7:30p,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,,17578,
Wed Dec 21 2016,7:30p,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,,16033,
Wed Dec 21 2016,8:00p,Washington Wizards,107,Chicago Bulls,97,Box Score,,21358,
Wed Dec 21 2016,8:00p,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,16375,
Wed Dec 21 2016,9:00p,Houston Rockets,125,Phoenix Suns,111,Box Score,,18055,
Wed Dec 21 2016,9:00p,Sacramento Kings,94,Utah Jazz,93,Box Score,,19195,
Wed Dec 21 2016,10:00p,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,,19393,
Thu Dec 22 2016,7:00p,Boston Celtics,109,Indiana Pacers,102,Box Score,,17577,
Thu Dec 22 2016,7:30p,Golden State Warriors,117,Brooklyn Nets,101,Box Score,,17732,
Thu Dec 22 2016,7:30p,Orlando Magic,95,New York Knicks,106,Box Score,,19812,
Thu Dec 22 2016,8:00p,Los Angeles Lakers,107,Miami Heat,115,Box Score,,19712,
Thu Dec 22 2016,10:30p,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,,19060,
Fri Dec 23 2016,7:00p,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,19249,
Fri Dec 23 2016,7:00p,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,18846,
Fri Dec 23 2016,7:30p,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,18624,
Fri Dec 23 2016,7:30p,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,,20562,
Fri Dec 23 2016,7:30p,Golden State Warriors,119,Detroit Pistons,113,Box Score,,21012,
Fri Dec 23 2016,8:00p,Houston Rockets,109,Memphis Grizzlies,115,Box Score,,17454,
Fri Dec 23 2016,8:00p,Washington Wizards,96,Milwaukee Bucks,123,Box Score,,15921,
Fri Dec 23 2016,8:00p,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,13288,
Fri Dec 23 2016,8:00p,Miami Heat,87,New Orleans Pelicans,91,Box Score,,16322,
Fri Dec 23 2016,9:00p,Atlanta Hawks,109,Denver Nuggets,108,Box Score,,13823,
Fri Dec 23 2016,9:00p,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,16535,
Fri Dec 23 2016,9:00p,Toronto Raptors,104,Utah Jazz,98,Box Score,,19911,
Fri Dec 23 2016,10:00p,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,,19393,
Fri Dec 23 2016,10:30p,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,,19060,
Sun Dec 25 2016,12:00p,Boston Celtics,119,New York Knicks,114,Box Score,,19812,
Sun Dec 25 2016,2:30p,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,,20562,
Sun Dec 25 2016,5:00p,Chicago Bulls,100,San Antonio Spurs,119,Box Score,,18428,
Sun Dec 25 2016,8:00p,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,18203,
Sun Dec 25 2016,10:30p,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,,18997,
Mon Dec 26 2016,7:00p,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,17104,
Mon Dec 26 2016,7:00p,Milwaukee Bucks,102,Washington Wizards,107,Box Score,,15773,
Mon Dec 26 2016,7:30p,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,,17732,
Mon Dec 26 2016,7:30p,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,,18123,
Mon Dec 26 2016,8:00p,Indiana Pacers,85,Chicago Bulls,90,Box Score,,21922,
Mon Dec 26 2016,8:00p,Phoenix Suns,115,Houston Rockets,131,Box Score,,18055,
Mon Dec 26 2016,8:00p,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,15617,
Mon Dec 26 2016,8:00p,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,,15764,
Mon Dec 26 2016,10:00p,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,,19393,
Mon Dec 26 2016,10:30p,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,,19060,
Mon Dec 26 2016,10:30p,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,,17608,
Tue Dec 27 2016,7:30p,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,18624,
Tue Dec 27 2016,7:30p,Oklahoma City Thunder,106,Miami Heat,94,Box Score,,19977,
Tue Dec 27 2016,8:30p,Houston Rockets,123,Dallas Mavericks,107,Box Score,,20425,
Tue Dec 27 2016,10:30p,Utah Jazz,102,Los Angeles Lakers,100,Box Score,,18997,
Wed Dec 28 2016,7:00p,Charlotte Hornets,120,Orlando Magic,101,Box Score,,18273,
Wed Dec 28 2016,7:00p,Indiana Pacers,105,Washington Wizards,111,Box Score,,16172,
Wed Dec 28 2016,7:30p,New York Knicks,98,Atlanta Hawks,102,Box Score,OT,19066,
Wed Dec 28 2016,7:30p,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,,17222,
Wed Dec 28 2016,8:00p,Brooklyn Nets,99,Chicago Bulls,101,Box Score,,21957,
Wed Dec 28 2016,8:00p,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,,16647,
Wed Dec 28 2016,8:30p,Phoenix Suns,98,San Antonio Spurs,119,Box Score,,18418,
Wed Dec 28 2016,9:00p,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,,15093,
Wed Dec 28 2016,10:00p,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,,19665,
Wed Dec 28 2016,10:30p,Toronto Raptors,111,Golden State Warriors,121,Box Score,,19596,
Thu Dec 29 2016,7:00p,Miami Heat,82,Charlotte Hornets,91,Box Score,,19471,
Thu Dec 29 2016,8:00p,Boston Celtics,118,Cleveland Cavaliers,124,Box Score,,20562,
Thu Dec 29 2016,8:00p,Oklahoma City Thunder,80,Memphis Grizzlies,114,Box Score,,18119,
Thu Dec 29 2016,9:00p,Toronto Raptors,91,Phoenix Suns,99,Box Score,,18055,
Thu Dec 29 2016,9:00p,Philadelphia 76ers,83,Utah Jazz,100,Box Score,,19911,
Thu Dec 29 2016,10:30p,Dallas Mavericks,101,Los Angeles Lakers,89,Box Score,,18997,
Fri Dec 30 2016,4:00p,Chicago Bulls,101,Indiana Pacers,111,Box Score,,17923,
Fri Dec 30 2016,7:00p,Brooklyn Nets,95,Washington Wizards,118,Box Score,,16461,
Fri Dec 30 2016,7:30p,Miami Heat,114,Boston Celtics,117,Box Score,,18624,
Fri Dec 30 2016,8:00p,Detroit Pistons,98,Atlanta Hawks,105,Box Score,,19009,
Fri Dec 30 2016,8:00p,Los Angeles Clippers,116,Houston Rockets,140,Box Score,,18055,
Fri Dec 30 2016,8:00p,Milwaukee Bucks,99,Minnesota Timberwolves,116,Box Score,,17779,
Fri Dec 30 2016,8:00p,New York Knicks,92,New Orleans Pelicans,104,Box Score,,18124,
Fri Dec 30 2016,8:30p,Portland Trail Blazers,94,San Antonio Spurs,110,Box Score,,18418,
Fri Dec 30 2016,9:00p,Philadelphia 76ers,124,Denver Nuggets,122,Box Score,,13619,
Fri Dec 30 2016,10:30p,Dallas Mavericks,99,Golden State Warriors,108,Box Score,,19596,
Sat Dec 31 2016,5:00p,Memphis Grizzlies,112,Sacramento Kings,98,Box Score,,17608,
Sat Dec 31 2016,7:00p,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,,21838,
Sat Dec 31 2016,7:00p,Cleveland Cavaliers,121,Charlotte Hornets,109,Box Score,,19519,
Sat Dec 31 2016,8:00p,New York Knicks,122,Houston Rockets,129,Box Score,,18055,
Sat Dec 31 2016,8:00p,Los Angeles Clippers,88,Oklahoma City Thunder,114,Box Score,,18203,
Sat Dec 31 2016,8:00p,Phoenix Suns,86,Utah Jazz,91,Box Score,,19911,
Sun Jan 1 2017,6:00p,San Antonio Spurs,112,Atlanta Hawks,114,Box Score,OT,18088,
Sun Jan 1 2017,6:00p,Orlando Magic,104,Indiana Pacers,117,Box Score,,17530,
Sun Jan 1 2017,6:00p,Detroit Pistons,107,Miami Heat,98,Box Score,,19844,
Sun Jan 1 2017,7:00p,Portland Trail Blazers,95,Minnesota Timberwolves,89,Box Score,,15804,
Sun Jan 1 2017,9:30p,Toronto Raptors,123,Los Angeles Lakers,114,Box Score,,18997,
Mon Jan 2 2017,7:00p,New Orleans Pelicans,82,Cleveland Cavaliers,90,Box Score,,20562,
Mon Jan 2 2017,7:00p,Oklahoma City Thunder,94,Milwaukee Bucks,98,Box Score,,17423,
Mon Jan 2 2017,7:30p,Utah Jazz,101,Brooklyn Nets,89,Box Score,,15634,
Mon Jan 2 2017,7:30p,Orlando Magic,115,New York Knicks,103,Box Score,,19812,
Mon Jan 2 2017,8:00p,Charlotte Hornets,111,Chicago Bulls,118,Box Score,,21612,
Mon Jan 2 2017,8:00p,Washington Wizards,91,Houston Rockets,101,Box Score,,16569,
Mon Jan 2 2017,10:30p,Denver Nuggets,119,Golden State Warriors,127,Box Score,,19596,
Mon Jan 2 2017,10:30p,Phoenix Suns,98,Los Angeles Clippers,109,Box Score,,19060,
Tue Jan 3 2017,7:00p,Minnesota Timberwolves,91,Philadelphia 76ers,93,Box Score,,17124,
Tue Jan 3 2017,7:30p,Utah Jazz,104,Boston Celtics,115,Box Score,,18624,
Tue Jan 3 2017,7:30p,Indiana Pacers,121,Detroit Pistons,116,Box Score,,13435,
Tue Jan 3 2017,8:30p,Washington Wizards,105,Dallas Mavericks,113,Box Score,,19318,
Tue Jan 3 2017,8:30p,Toronto Raptors,82,San Antonio Spurs,110,Box Score,,18418,
Tue Jan 3 2017,9:00p,Sacramento Kings,120,Denver Nuggets,113,Box Score,,11018,
Tue Jan 3 2017,9:00p,Miami Heat,90,Phoenix Suns,99,Box Score,,16772,
Tue Jan 3 2017,10:30p,Memphis Grizzlies,102,Los Angeles Lakers,116,Box Score,,18997,
Wed Jan 4 2017,7:00p,Oklahoma City Thunder,112,Charlotte Hornets,123,Box Score,,18418,
Wed Jan 4 2017,7:00p,Atlanta Hawks,111,Orlando Magic,92,Box Score,,18846,
Wed Jan 4 2017,7:30p,Milwaukee Bucks,105,New York Knicks,104,Box Score,,19812,
Wed Jan 4 2017,8:00p,Chicago Bulls,106,Cleveland Cavaliers,94,Box Score,,20562,
Wed Jan 4 2017,10:30p,Portland Trail Blazers,117,Golden State Warriors,125,Box Score,,19596,
Wed Jan 4 2017,10:30p,Memphis Grizzlies,106,Los Angeles Clippers,115,Box Score,,19060,
Wed Jan 4 2017,10:30p,Miami Heat,107,Sacramento Kings,102,Box Score,,17608,
Thu Jan 5 2017,7:00p,Brooklyn Nets,109,Indiana Pacers,121,Box Score,,16421,
Thu Jan 5 2017,7:30p,Charlotte Hornets,114,Detroit Pistons,115,Box Score,,13723,
Thu Jan 5 2017,7:30p,Utah Jazz,93,Toronto Raptors,101,Box Score,,19800,
Thu Jan 5 2017,8:00p,Oklahoma City Thunder,116,Houston Rockets,118,Box Score,,18055,
Thu Jan 5 2017,8:00p,Atlanta Hawks,99,New Orleans Pelicans,94,Box Score,,15003,
Thu Jan 5 2017,8:30p,Phoenix Suns,102,Dallas Mavericks,95,Box Score,,19570,
Thu Jan 5 2017,9:00p,San Antonio Spurs,127,Denver Nuggets,99,Box Score,,14391,
Thu Jan 5 2017,10:30p,Los Angeles Lakers,109,Portland Trail Blazers,118,Box Score,,19403,
Fri Jan 6 2017,7:00p,Houston Rockets,100,Orlando Magic,93,Box Score,,19272,
Fri Jan 6 2017,7:00p,Minnesota Timberwolves,105,Washington Wizards,112,Box Score,,18686,
Fri Jan 6 2017,7:30p,Philadelphia 76ers,106,Boston Celtics,110,Box Score,,18624,
Fri Jan 6 2017,7:30p,Cleveland Cavaliers,116,Brooklyn Nets,108,Box Score,,17732,
Fri Jan 6 2017,8:00p,New York Knicks,116,Milwaukee Bucks,111,Box Score,,18717,
Fri Jan 6 2017,10:30p,Memphis Grizzlies,128,Golden State Warriors,119,Box Score,OT,19596,
Fri Jan 6 2017,10:30p,Miami Heat,100,Los Angeles Lakers,127,Box Score,,18997,
Fri Jan 6 2017,10:30p,Los Angeles Clippers,106,Sacramento Kings,98,Box Score,,17608,
Sat Jan 7 2017,7:00p,New York Knicks,109,Indiana Pacers,123,Box Score,,17367,
Sat Jan 7 2017,7:30p,New Orleans Pelicans,108,Boston Celtics,117,Box Score,,18624,
