Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Nov 1 2015,9:30p,Dallas Mavericks,103,Los Angeles Lakers,93,Box Score,,18997,
Mon Nov 2 2015,7:00p,Cleveland Cavaliers,107,Philadelphia 76ers,100,Box Score,,18094,
Mon Nov 2 2015,7:30p,Milwaukee Bucks,103,Brooklyn Nets,96,Box Score,,12576,
Mon Nov 2 2015,7:30p,San Antonio Spurs,94,New York Knicks,84,Box Score,,19812,
Mon Nov 2 2015,8:00p,Oklahoma City Thunder,105,Houston Rockets,110,Box Score,,17224,
Mon Nov 2 2015,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,101,Box Score,,18903,
Mon Nov 2 2015,10:30p,Memphis Grizzlies,69,Golden State Warriors,119,Box Score,,19596,
Mon Nov 2 2015,10:30p,Phoenix Suns,96,Los Angeles Clippers,102,Box Score,,19060,
Tue Nov 3 2015,7:00p,Chicago Bulls,105,Charlotte Hornets,130,Box Score,,15136,
Tue Nov 3 2015,7:30p,Indiana Pacers,94,Detroit Pistons,82,Box Score,,13325,
Tue Nov 3 2015,7:30p,Atlanta Hawks,98,Miami Heat,92,Box Score,,19600,
Tue Nov 3 2015,8:00p,Orlando Magic,103,New Orleans Pelicans,94,Box Score,,16876,
Tue Nov 3 2015,8:30p,Toronto Raptors,102,Dallas Mavericks,91,Box Score,,20034,
Tue Nov 3 2015,10:00p,Memphis Grizzlies,103,Sacramento Kings,89,Box Score,,17317,
Tue Nov 3 2015,10:30p,Denver Nuggets,120,Los Angeles Lakers,109,Box Score,,18997,
Wed Nov 4 2015,7:00p,Boston Celtics,98,Indiana Pacers,100,Box Score,,14022,
Wed Nov 4 2015,7:00p,San Antonio Spurs,99,Washington Wizards,102,Box Score,,17721,
Wed Nov 4 2015,8:00p,Brooklyn Nets,87,Atlanta Hawks,101,Box Score,,14044,
Wed Nov 4 2015,8:00p,New York Knicks,86,Cleveland Cavaliers,96,Box Score,,20562,
Wed Nov 4 2015,8:00p,Orlando Magic,114,Houston Rockets,119,Box Score,OT,16735,
Wed Nov 4 2015,8:00p,Philadelphia 76ers,87,Milwaukee Bucks,91,Box Score,,12437,
Wed Nov 4 2015,8:00p,Toronto Raptors,103,Oklahoma City Thunder,98,Box Score,,18203,
Wed Nov 4 2015,9:00p,Sacramento Kings,97,Phoenix Suns,118,Box Score,,16497,
Wed Nov 4 2015,9:00p,Portland Trail Blazers,108,Utah Jazz,92,Box Score,,19911,
Wed Nov 4 2015,10:30p,Los Angeles Clippers,108,Golden State Warriors,112,Box Score,,19596,
Thu Nov 5 2015,8:00p,Oklahoma City Thunder,98,Chicago Bulls,104,Box Score,,21861,
Thu Nov 5 2015,8:00p,Miami Heat,96,Minnesota Timberwolves,84,Box Score,,11794,
Thu Nov 5 2015,8:30p,Charlotte Hornets,108,Dallas Mavericks,94,Box Score,,19635,
Thu Nov 5 2015,9:00p,Utah Jazz,96,Denver Nuggets,84,Box Score,,9906,
Thu Nov 5 2015,10:30p,Memphis Grizzlies,96,Portland Trail Blazers,115,Box Score,,19393,
Fri Nov 6 2015,7:00p,Toronto Raptors,87,Orlando Magic,92,Box Score,,16578,
Fri Nov 6 2015,7:30p,Washington Wizards,98,Boston Celtics,118,Box Score,,18624,
Fri Nov 6 2015,7:30p,Los Angeles Lakers,104,Brooklyn Nets,98,Box Score,,17732,
Fri Nov 6 2015,7:30p,Philadelphia 76ers,102,Cleveland Cavaliers,108,Box Score,,20562,
Fri Nov 6 2015,7:30p,Milwaukee Bucks,99,New York Knicks,92,Box Score,,19812,
Fri Nov 6 2015,8:00p,Miami Heat,87,Indiana Pacers,90,Box Score,,16914,
Fri Nov 6 2015,8:00p,Atlanta Hawks,121,New Orleans Pelicans,115,Box Score,,16983,
Fri Nov 6 2015,9:30p,Detroit Pistons,100,Phoenix Suns,92,Box Score,,16676,
Fri Nov 6 2015,10:30p,Denver Nuggets,104,Golden State Warriors,119,Box Score,,19596,
Fri Nov 6 2015,10:30p,Houston Rockets,116,Sacramento Kings,110,Box Score,,16983,
Sat Nov 7 2015,6:00p,Minnesota Timberwolves,102,Chicago Bulls,93,Box Score,OT,21988,
Sat Nov 7 2015,7:00p,Orlando Magic,105,Philadelphia 76ers,97,Box Score,,15207,
Sat Nov 7 2015,7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,18047,
Sat Nov 7 2015,8:30p,New Orleans Pelicans,98,Dallas Mavericks,107,Box Score,,20454,
Sat Nov 7 2015,8:30p,Brooklyn Nets,86,Milwaukee Bucks,94,Box Score,,15228,
Sat Nov 7 2015,8:30p,Charlotte Hornets,94,San Antonio Spurs,114,Box Score,,18418,
Sat Nov 7 2015,9:00p,Memphis Grizzlies,79,Utah Jazz,89,Box Score,,19456,
Sat Nov 7 2015,10:00p,Golden State Warriors,103,Sacramento Kings,94,Box Score,,17317,
Sat Nov 7 2015,10:30p,Houston Rockets,109,Los Angeles Clippers,105,Box Score,,19361,
Sun Nov 8 2015,3:30p,Indiana Pacers,97,Cleveland Cavaliers,101,Box Score,,20562,
Sun Nov 8 2015,3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,19812,
Sun Nov 8 2015,6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,19600,
Sun Nov 8 2015,7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,18203,
Sun Nov 8 2015,9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,19393,
Mon Nov 9 2015,7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,13104,
Mon Nov 9 2015,7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,13879,
Mon Nov 9 2015,8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,12016,
Mon Nov 9 2015,9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,9153,
Mon Nov 9 2015,10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,17317,
Mon Nov 9 2015,10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,19596,
Mon Nov 9 2015,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,19060,
Tue Nov 10 2015,7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,20562,
Tue Nov 10 2015,7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,20356,
Tue Nov 10 2015,7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,19825,
Tue Nov 10 2015,7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,19800,
Tue Nov 10 2015,8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,11822,
Tue Nov 10 2015,8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,14722,
Tue Nov 10 2015,8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,17128,
Wed Nov 11 2015,7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,16643,
Wed Nov 11 2015,7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,18846,
Wed Nov 11 2015,7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,12744,
Wed Nov 11 2015,7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,17879,
Wed Nov 11 2015,8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,15597,
Wed Nov 11 2015,8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,19805,
Wed Nov 11 2015,8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,18155,
Wed Nov 11 2015,8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,18119,
Wed Nov 11 2015,9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,9403,
Wed Nov 11 2015,10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,17317,
Wed Nov 11 2015,10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,19393,
Thu Nov 12 2015,7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,19600,
Thu Nov 12 2015,8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,16130,
Thu Nov 12 2015,10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,17204,
Fri Nov 13 2015,7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,16797,
Fri Nov 13 2015,7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,16709,
Fri Nov 13 2015,7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,17138,
Fri Nov 13 2015,7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,19812,
Fri Nov 13 2015,7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,19800,
Fri Nov 13 2015,8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,21749,
Fri Nov 13 2015,8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,16919,
Fri Nov 13 2015,8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,18203,
Fri Nov 13 2015,8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,20260,
Fri Nov 13 2015,9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,16113,
Fri Nov 13 2015,10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,17131,
Sat Nov 14 2015,3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,19060,
Sat Nov 14 2015,7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,18311,
Sat Nov 14 2015,8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,18231,
Sat Nov 14 2015,8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,18717,
Sat Nov 14 2015,8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,18418,
Sat Nov 14 2015,9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,16722,
Sat Nov 14 2015,10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,19596,
Sun Nov 15 2015,12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,19812,
Sun Nov 15 2015,3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,12086,
Sun Nov 15 2015,5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,15317,
Sun Nov 15 2015,6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,14436,
Sun Nov 15 2015,7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,18203,
Sun Nov 15 2015,9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,17006,
Sun Nov 15 2015,9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,18997,
Mon Nov 16 2015,7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,11555,
Mon Nov 16 2015,8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,21660,
Mon Nov 16 2015,8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,17005,
Mon Nov 16 2015,8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,17270,
Mon Nov 16 2015,8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,18418,
Mon Nov 16 2015,9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,18055,
Tue Nov 17 2015,7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,15485,
Tue Nov 17 2015,7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,12241,
Tue Nov 17 2015,7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,18442,
Tue Nov 17 2015,7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,19600,
Tue Nov 17 2015,7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,19812,
Tue Nov 17 2015,8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,17269,
Tue Nov 17 2015,10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,19596,
Wed Nov 18 2015,7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,14040,
Wed Nov 18 2015,7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,16048,
Wed Nov 18 2015,7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,11080,
Wed Nov 18 2015,7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,17262,
Wed Nov 18 2015,8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,13008,
Wed Nov 18 2015,8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,17107,
Wed Nov 18 2015,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,18203,
Wed Nov 18 2015,8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,18418,
Wed Nov 18 2015,9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,18741,
Wed Nov 18 2015,10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,17377,
Thu Nov 19 2015,7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,19600,
Thu Nov 19 2015,8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,20562,
Thu Nov 19 2015,10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,19528,
Fri Nov 20 2015,7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,17926,
Fri Nov 20 2015,7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,18361,
Fri Nov 20 2015,8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,17555,
Fri Nov 20 2015,8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,13445,
Fri Nov 20 2015,8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,16698,
Fri Nov 20 2015,8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,18203,
Fri Nov 20 2015,8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,20028,
Fri Nov 20 2015,9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,12264,
Fri Nov 20 2015,10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,19393,
Fri Nov 20 2015,10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,19596,
Fri Nov 20 2015,10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,18997,
Sat Nov 21 2015,5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,16104,
Sat Nov 21 2015,7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,17137,
Sat Nov 21 2015,7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,20562,
Sat Nov 21 2015,7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,15890,
Sat Nov 21 2015,8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,18226,
Sat Nov 21 2015,8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,19673,
Sat Nov 21 2015,8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,18418,
Sun Nov 22 2015,3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,19060,
Sun Nov 22 2015,6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,14866,
Sun Nov 22 2015,6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,16680,
Sun Nov 22 2015,7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,18203,
Sun Nov 22 2015,8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,17689,
Sun Nov 22 2015,9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,18997,
Mon Nov 23 2015,7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,OT,14163,
Mon Nov 23 2015,7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,20562,
Mon Nov 23 2015,7:30p,New York Knicks,78,Miami Heat,95,Box Score,,19777,
Mon Nov 23 2015,8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,12319,
Mon Nov 23 2015,8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,11382,
Mon Nov 23 2015,8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,18418,
Mon Nov 23 2015,9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,19911,
Tue Nov 24 2015,7:00p,Indiana Pacers,123,Washington Wizards,106,Box Score,,15486,
Tue Nov 24 2015,8:00p,Boston Celtics,97,Atlanta Hawks,121,Box Score,,18968,
Tue Nov 24 2015,8:00p,Dallas Mavericks,96,Memphis Grizzlies,110,Box Score,,17381,
Tue Nov 24 2015,9:00p,Los Angeles Clippers,111,Denver Nuggets,94,Box Score,,13257,
Tue Nov 24 2015,10:00p,Chicago Bulls,93,Portland Trail Blazers,88,Box Score,,19393,
Tue Nov 24 2015,10:30p,Los Angeles Lakers,77,Golden State Warriors,111,Box Score,,19596,
Wed Nov 25 2015,7:00p,Washington Wizards,87,Charlotte Hornets,101,Box Score,,17064,
Wed Nov 25 2015,7:00p,New York Knicks,91,Orlando Magic,100,Box Score,,18846,
Wed Nov 25 2015,7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,17588,
Wed Nov 25 2015,7:30p,Miami Heat,81,Detroit Pistons,104,Box Score,,15119,
Wed Nov 25 2015,7:30p,Cleveland Cavaliers,99,Toronto Raptors,103,Box Score,,20140,
Wed Nov 25 2015,8:00p,Memphis Grizzlies,102,Houston Rockets,93,Box Score,,18143,
Wed Nov 25 2015,8:00p,Sacramento Kings,129,Milwaukee Bucks,118,Box Score,,14120,
Wed Nov 25 2015,8:00p,Atlanta Hawks,95,Minnesota Timberwolves,99,Box Score,,14289,
Wed Nov 25 2015,8:00p,Brooklyn Nets,99,Oklahoma City Thunder,110,Box Score,,18203,
Wed Nov 25 2015,8:30p,Dallas Mavericks,83,San Antonio Spurs,88,Box Score,,18418,
Wed Nov 25 2015,9:00p,New Orleans Pelicans,120,Phoenix Suns,114,Box Score,,16338,
Wed Nov 25 2015,10:30p,Utah Jazz,102,Los Angeles Clippers,91,Box Score,,19060,
Fri Nov 27 2015,7:00p,Cleveland Cavaliers,95,Charlotte Hornets,90,Box Score,,19093,
Fri Nov 27 2015,7:00p,Milwaukee Bucks,90,Orlando Magic,114,Box Score,,16317,
Fri Nov 27 2015,7:30p,Washington Wizards,78,Boston Celtics,111,Box Score,,18624,
Fri Nov 27 2015,7:30p,Miami Heat,97,New York Knicks,78,Box Score,,19812,
Fri Nov 27 2015,8:00p,Philadelphia 76ers,114,Houston Rockets,116,Box Score,,17306,
Fri Nov 27 2015,8:00p,Chicago Bulls,92,Indiana Pacers,104,Box Score,,18165,
Fri Nov 27 2015,8:00p,Atlanta Hawks,116,Memphis Grizzlies,101,Box Score,,17684,
Fri Nov 27 2015,8:00p,Detroit Pistons,87,Oklahoma City Thunder,103,Box Score,,18203,
Fri Nov 27 2015,9:00p,San Antonio Spurs,91,Denver Nuggets,80,Box Score,,17121,
Fri Nov 27 2015,9:30p,Golden State Warriors,135,Phoenix Suns,116,Box Score,,18055,
Fri Nov 27 2015,10:00p,Minnesota Timberwolves,101,Sacramento Kings,91,Box Score,,17317,
Fri Nov 27 2015,10:30p,New Orleans Pelicans,90,Los Angeles Clippers,111,Box Score,,19162,
Sat Nov 28 2015,7:00p,Toronto Raptors,84,Washington Wizards,82,Box Score,,16841,
Sat Nov 28 2015,7:30p,Brooklyn Nets,88,Cleveland Cavaliers,90,Box Score,,20562,
Sat Nov 28 2015,8:30p,Denver Nuggets,81,Dallas Mavericks,92,Box Score,,20339,
Sat Nov 28 2015,8:30p,Atlanta Hawks,88,San Antonio Spurs,108,Box Score,,18418,
Sat Nov 28 2015,9:00p,New Orleans Pelicans,87,Utah Jazz,101,Box Score,,19911,
Sat Nov 28 2015,10:00p,Los Angeles Lakers,96,Portland Trail Blazers,108,Box Score,,20019,
Sat Nov 28 2015,10:30p,Sacramento Kings,101,Golden State Warriors,120,Box Score,,19596,
Sun Nov 29 2015,2:00p,Milwaukee Bucks,82,Charlotte Hornets,87,Box Score,,14224,
Sun Nov 29 2015,3:30p,Minnesota Timberwolves,99,Los Angeles Clippers,107,Box Score,,19060,
Sun Nov 29 2015,6:00p,Detroit Pistons,83,Brooklyn Nets,87,Box Score,,12823,
Sun Nov 29 2015,6:00p,Philadelphia 76ers,84,Memphis Grizzlies,92,Box Score,,15322,
Sun Nov 29 2015,6:00p,Boston Celtics,91,Orlando Magic,110,Box Score,,16209,
Sun Nov 29 2015,6:00p,Phoenix Suns,107,Toronto Raptors,102,Box Score,,19800,
Sun Nov 29 2015,7:30p,Houston Rockets,116,New York Knicks,111,Box Score,OT,19812,
Sun Nov 29 2015,9:30p,Indiana Pacers,107,Los Angeles Lakers,103,Box Score,,18997,
Mon Nov 30 2015,7:30p,Houston Rockets,105,Detroit Pistons,116,Box Score,,14818,
Mon Nov 30 2015,7:30p,Boston Celtics,105,Miami Heat,95,Box Score,,19600,
Mon Nov 30 2015,8:00p,Oklahoma City Thunder,100,Atlanta Hawks,106,Box Score,,17768,
Mon Nov 30 2015,8:00p,San Antonio Spurs,89,Chicago Bulls,92,Box Score,,21909,
Mon Nov 30 2015,8:00p,Denver Nuggets,74,Milwaukee Bucks,92,Box Score,,10187,
Mon Nov 30 2015,9:00p,Golden State Warriors,106,Utah Jazz,103,Box Score,,19911,
Mon Nov 30 2015,10:00p,Dallas Mavericks,98,Sacramento Kings,112,Box Score,,16937,
Mon Nov 30 2015,10:30p,Portland Trail Blazers,87,Los Angeles Clippers,102,Box Score,,19060,
Tue Dec 1 2015,7:00p,Washington Wizards,97,Cleveland Cavaliers,85,Box Score,,20562,
Tue Dec 1 2015,7:00p,Los Angeles Lakers,91,Philadelphia 76ers,103,Box Score,,20510,
Tue Dec 1 2015,7:30p,Phoenix Suns,91,Brooklyn Nets,94,Box Score,,12787,
Tue Dec 1 2015,8:00p,Orlando Magic,96,Minnesota Timberwolves,93,Box Score,,10694,
Tue Dec 1 2015,8:00p,Memphis Grizzlies,113,New Orleans Pelicans,104,Box Score,,16020,
Tue Dec 1 2015,10:00p,Dallas Mavericks,115,Portland Trail Blazers,112,Box Score,OT,19393,
Wed Dec 2 2015,7:00p,Golden State Warriors,116,Charlotte Hornets,99,Box Score,,19542,
Wed Dec 2 2015,7:00p,Los Angeles Lakers,108,Washington Wizards,104,Box Score,,20356,
Wed Dec 2 2015,7:30p,Phoenix Suns,122,Detroit Pistons,127,Box Score,OT,13985,
Wed Dec 2 2015,7:30p,Philadelphia 76ers,87,New York Knicks,99,Box Score,,19812,
Wed Dec 2 2015,8:00p,Toronto Raptors,96,Atlanta Hawks,86,Box Score,,12559,
Wed Dec 2 2015,8:00p,Denver Nuggets,90,Chicago Bulls,99,Box Score,,21349,
Wed Dec 2 2015,8:00p,New Orleans Pelicans,101,Houston Rockets,108,Box Score,,17339,
Wed Dec 2 2015,8:30p,Milwaukee Bucks,70,San Antonio Spurs,95,Box Score,,18418,
